x,y,z
-145, 34, 175
-146, 36, 176
-145, 38, 176
-145, 37, 178
-136, 32, 177
-136, 32, 177
-131, 31, 173
-134, 31, 178
-134, 36, 178
-131, 36, 178
-130, 33, 182
-131, 32, 184
-132, 33, 186
-129, 35, 181
-126, 36, 177
-122, 27, 179
-126, 28, 188
-126, 30, 184
-125, 32, 185
-123, 34, 184
-122, 35, 183
-123, 35, 185
-122, 32, 187
-123, 32, 189
-123, 36, 189
-120, 36, 187
-113, 36, 182
-116, 32, 188
-114, 32, 190
-114, 31, 187
-119, 32, 197
-117, 32, 195
-114, 34, 195
-116, 36, 194
-109, 32, 191
-106, 25, 191
-103, 25, 192
-101, 30, 188
-100, 29, 193
-99, 25, 196
-98, 25, 191
-97, 33, 188
-95, 32, 189
-92, 29, 186
-98, 27, 197
-102, 30, 201
-108, 33, 204
-108, 34, 204
-99, 32, 196
-96, 30, 195
-89, 27, 195
-87, 24, 195
-95, 31, 201
-97, 35, 199
-96, 38, 202
-94, 37, 203
-86, 34, 196
-86, 31, 196
-82, 33, 196
-87, 33, 203
-91, 32, 209
-86, 37, 201
-85, 32, 205
-80, 29, 204
-77, 33, 199
-80, 43, 198
-79, 42, 201
-77, 40, 200
-80, 39, 205
-81, 39, 206
-74, 39, 205
-73, 39, 201
-72, 39, 204
-71, 37, 202
-69, 30, 206
-71, 29, 208
-71, 31, 206
-78, 32, 209
-71, 34, 207
-64, 30, 204
-63, 31, 202
-62, 24, 206
-62, 25, 205
-67, 28, 209
-73, 33, 215
-72, 36, 215
-64, 30, 211
-60, 29, 210
-61, 31, 207
-63, 34, 211
-62, 38, 207
-61, 35, 207
-63, 38, 212
-60, 36, 210
-60, 36, 212
-59, 37, 210
-56, 37, 207
-54, 38, 205
-61, 39, 216
-53, 36, 212
-58, 34, 212
-55, 33, 213
-50, 34, 208
-50, 37, 210
-44, 34, 205
-40, 32, 205
-43, 30, 208
-44, 32, 205
-54, 35, 214
-52, 38, 212
-42, 38, 208
-36, 37, 205
-32, 33, 205
-37, 30, 211
-41, 29, 214
-41, 32, 214
-36, 35, 209
-29, 34, 205
-24, 28, 205
-30, 30, 210
-33, 32, 210
-39, 32, 217
-42, 30, 223
-40, 31, 224
-33, 31, 223
-28, 28, 221
-25, 28, 213
-19, 28, 207
-25, 27, 211
-37, 30, 226
-41, 31, 230
-32, 29, 225
-27, 26, 225
-25, 24, 223
-25, 22, 220
-28, 19, 221
-32, 22, 223
-34, 22, 224
-34, 22, 223
-33, 24, 220
-27, 21, 217
-27, 18, 216
-27, 20, 215
-29, 21, 217
-38, 27, 219
-39, 29, 221
-31, 25, 213
-29, 24, 215
-26, 24, 213
-26, 23, 211
-29, 23, 211
-33, 26, 216
-37, 28, 216
-34, 24, 218
-34, 25, 218
-27, 23, 218
-29, 23, 215
-28, 23, 210
-30, 27, 209
-30, 24, 214
-35, 27, 221
-33, 29, 218
-35, 30, 218
-34, 28, 218
-30, 27, 217
-29, 27, 215
-28, 27, 214
-33, 29, 214
-33, 29, 215
-33, 32, 213
-31, 29, 212
-29, 24, 213
-32, 27, 215
-30, 26, 214
-33, 31, 215
-35, 30, 216
-32, 32, 212
-32, 31, 212
-28, 27, 212
-30, 28, 213
-31, 31, 217
-33, 32, 214
-33, 32, 217
-35, 31, 217
-33, 32, 216
-28, 31, 217
-29, 33, 216
-29, 32, 215
-31, 34, 216
-31, 35, 215
-29, 33, 214
-29, 30, 214
-29, 30, 217
-29, 29, 213
-27, 31, 212
-28, 31, 215
-27, 33, 212
-28, 34, 210
-29, 31, 218
-29, 34, 216
-25, 34, 214
-27, 31, 216
-30, 30, 218
-28, 31, 212
-31, 32, 215
-28, 33, 213
-27, 32, 214
-22, 28, 212
-23, 29, 215
-22, 30, 215
-25, 31, 217
-29, 33, 218
-28, 33, 216
-28, 32, 215
-25, 27, 217
-25, 28, 221
-27, 30, 222
-27, 34, 216
-25, 31, 214
-20, 29, 212
-18, 29, 212
-23, 29, 216
-24, 26, 218
-23, 33, 214
-26, 32, 217
-25, 30, 216
-20, 30, 215
-20, 29, 213
-18, 26, 213
-22, 27, 218
-22, 30, 216
-20, 30, 215
-22, 28, 216
-20, 33, 213
-24, 32, 217
-22, 31, 216
-22, 31, 217
-25, 29, 220
-22, 27, 217
-21, 27, 219
-20, 26, 215
-18, 28, 214
-21, 31, 215
-24, 33, 217
-23, 30, 220
-24, 30, 219
-24, 30, 222
-20, 30, 215
-16, 29, 212
-16, 27, 214
-20, 27, 219
-19, 31, 216
-23, 31, 215
-22, 32, 219
-23, 33, 216
-14, 30, 211
-14, 27, 210
-18, 27, 213
-22, 29, 217
-25, 31, 218
-24, 33, 221
-20, 32, 220
-20, 30, 221
-19, 29, 219
-15, 25, 216
-16, 28, 211
-14, 26, 211
-21, 27, 218
-17, 28, 218
-18, 28, 219
-19, 33, 217
-19, 33, 212
-15, 27, 214
-15, 25, 215
-15, 28, 218
-15, 31, 213
-17, 31, 219
-15, 32, 216
-12, 32, 212
-15, 30, 216
-15, 29, 217
-13, 29, 217
-18, 30, 218
-18, 29, 219
-11, 26, 216
-12, 28, 217
-15, 28, 218
-12, 30, 216
-14, 28, 215
-11, 31, 213
-6, 27, 211
-9, 28, 211
-10, 28, 214
-13, 27, 220
-16, 29, 221
-13, 28, 220
-11, 27, 214
-9, 25, 216
-11, 26, 217
-13, 29, 218
-12, 27, 216
-13, 25, 220
-10, 25, 219
-11, 23, 219
-10, 20, 222
-11, 28, 220
-11, 28, 220
-13, 28, 219
-11, 28, 218
-12, 25, 219
-8, 25, 219
-10, 28, 213
-4, 21, 216
-5, 22, 216
-6, 24, 213
-8, 25, 217
-8, 25, 218
-10, 27, 215
-8, 26, 217
-11, 27, 219
-11, 29, 220
-9, 26, 219
-7, 23, 219
-7, 20, 218
-8, 21, 222
-11, 23, 220
-13, 24, 221
-12, 22, 217
-10, 25, 216
-8, 25, 216
-8, 21, 216
-7, 19, 216
-7, 21, 215
-6, 25, 215
-8, 26, 216
-8, 24, 219
-9, 24, 219
-8, 27, 220
-8, 26, 217
-9, 26, 220
-6, 23, 218
-5, 25, 217
-4, 28, 217
-6, 25, 217
-5, 23, 218
-4, 24, 218
-4, 27, 217
-6, 29, 218
-5, 24, 214
-7, 25, 219
-6, 22, 219
-8, 21, 225
-2, 14, 214
-2, 22, 214
-2, 23, 214
-3, 21, 215
-4, 20, 217
-11, 25, 213
-5, 20, 221
-9, 24, 217
-9, 26, 218
-7, 32, 213
-8, 32, 213
-8, 31, 219
-8, 29, 217
-6, 23, 225
-3, 21, 225
-8, 21, 227
-6, 29, 205
-7, 25, 214
-4, 19, 218
-6, 24, 221
-1, 24, 223
-12, 31, 215
-11, 37, 223
-10, 38, 217
-6, 13, 227
0, 4, 226
-3, -2, 231
5, 18, 212
2, 26, 206
-2, 35, 214
-4, 38, 210
-15, 46, 223
-19, 47, 218
-18, 29, 245
-11, 33, 235
2, 34, 215
5, 33, 196
11, 37, 192
5, 39, 207
0, 54, 203
-5, 62, 205
-10, 60, 201
-18, 35, 222
-9, 38, 219
-8, 36, 231
19, 37, 216
42, 46, 193
7, 31, 195
-9, 33, 222
-16, 43, 220
-16, 55, 215
-15, 48, 223
-12, 30, 217
3, 17, 231
6, 20, 221
5, 17, 224
3, 22, 228
-2, 30, 211
-3, 37, 206
-2, 44, 200
7, 39, 191
5, 26, 208
0, 21, 220
0, 26, 223
-6, 32, 229
-5, 33, 221
-5, 30, 231
12, 35, 197
-1, 28, 201
-12, 27, 219
-3, 33, 207
-5, 33, 203
-8, 35, 214
-8, 28, 233
0, 19, 244
2, 7, 239
7, 9, 228
3, 12, 230
5, 15, 215
4, 20, 226
-8, 20, 236
8, 34, 198
7, 32, 205
7, 29, 202
7, 27, 204
6, 26, 205
6, 14, 209
8, 21, 225
5, 12, 209
2, 20, 219
11, 21, 202
17, 20, 203
15, 19, 210
18, 16, 233
13, 10, 226
11, 2, 220
10, 8, 218
6, 15, 217
5, 13, 209
7, 12, 210
4, 3, 199
21, 5, 208
22, 14, 212
18, 11, 220
16, 0, 221
19, 10, 231
22, 10, 247
24, 7, 236
24, 5, 231
26, 7, 217
16, 3, 226
17, 4, 210
17, 9, 219
25, 10, 208
29, -27, 167
30, 29, 200
26, 27, 215
30, 23, 231
33, 13, 237
35, 15, 230
32, 13, 237
38, 9, 243
26, -11, 235
32, -1, 191
36, 6, 176
37, 22, 175
33, 41, 192
31, 34, 208
27, 23, 218
21, 0, 265
15, -4, 240
18, -12, 217
4, 6, 204
9, 34, 198
13, 30, 188
7, 9, 202
6, 13, 190
41, 16, 201
53, 15, 244
59, -2, 296
8, -54, 251
3, -69, 216
2, -66, 213
20, -10, 211
41, 26, 220
48, 59, 208
58, 49, 241
46, 18, 233
25, -27, 238
29, -28, 211
35, -15, 200
49, 5, 200
41, 17, 192
45, 35, 199
37, 4, 241
29, -16, 237
24, -13, 223
32, 1, 194
34, -8, 209
32, -10, 217
31, 9, 224
31, 9, 231
23, 5, 222
15, 5, 214
17, 1, 211
22, -8, 212
28, -11, 204
35, -10, 222
