x,y,z
-6, 20, 202
-8, 5, 184
-4, -1, 188
6, -7, 188
5, -10, 189
-8, -10, 219
-19, -7, 221
-24, 13, 201
-21, 13, 194
-10, 5, 191
-8, 6, 199
-13, 8, 204
-21, 7, 213
-35, 13, 218
-36, 15, 214
-27, 17, 204
-26, 15, 207
-34, 18, 212
-37, 18, 216
-40, 16, 216
-32, 13, 212
-29, 12, 210
-29, 9, 217
-29, 8, 219
-34, 11, 223
-39, 16, 223
-39, 15, 222
-34, 11, 220
-32, 9, 215
-29, 11, 216
-27, 11, 211
-27, 11, 210
-32, 17, 215
-36, 17, 216
-33, 18, 208
-31, 17, 212
-27, 15, 209
-25, 12, 214
-33, 17, 219
-39, 13, 221
-31, 11, 218
-34, 11, 222
-32, 15, 218
-29, 11, 218
-25, 9, 217
-27, 8, 215
-26, 8, 215
-26, 8, 220
-34, 14, 220
-34, 19, 217
-31, 13, 218
-24, 11, 217
-25, 8, 219
-23, 15, 209
-26, 14, 214
-28, 12, 217
-28, 13, 217
-30, 10, 220
-28, 10, 220
-27, 7, 218
-26, 14, 214
-26, 14, 215
-31, 14, 221
-35, 12, 218
-31, 16, 215
-28, 14, 220
-28, 12, 220
-25, 9, 221
-28, 10, 219
-30, 15, 214
-30, 14, 215
-29, 15, 215
-27, 12, 214
-25, 10, 220
-26, 11, 214
-28, 16, 208
-27, 16, 207
-23, 15, 206
-21, 17, 200
-23, 19, 204
-26, 16, 202
-26, 12, 207
-26, 9, 208
-18, 6, 198
-12, 3, 206
-12, 2, 201
-2, 8, 181
1, 12, 180
4, 14, 174
31, 12, 149
42, 5, 157
53, -1, 168
60, 7, 184
52, 5, 173
58, 3, 185
62, -4, 196
65, -7, 206
74, -7, 211
86, -1, 204
97, -10, 210
115, -13, 216
126, -16, 201
132, -12, 194
141, -3, 175
142, -8, 185
162, -17, 192
169, -24, 214
159, -18, 204
166, -12, 189
166, -7, 214
194, 4, 179
211, -10, 185
209, -1, 194
191, -13, 157
208, -10, 148
229, -18, 140
226, -15, 141
216, -6, 156
214, 1, 141
211, 4, 123
236, -2, 135
240, -5, 127
247, -1, 118
245, -10, 105
246, -20, 97
245, -23, 87
235, -13, 84
248, -12, 87
250, -23, 77
256, -37, 50
260, -30, 56
264, -21, 69
261, -7, 74
220, -12, 51
251, -1, 61
252, -3, 62
260, -17, 57
264, -24, 44
267, -21, 44
265, -6, 48
262, -5, 45
264, 5, 54
261, 0, 62
259, -2, 62
253, 1, 51
253, -11, 38
263, -21, 30
275, -24, 23
274, -25, 12
261, -17, 9
261, -17, 5
263, -20, 16
277, -19, 21
270, -14, 27
260, -8, 18
261, -10, 14
263, -18, 6
265, -22, 5
262, -21, 6
261, -20, 9
262, -19, 11
262, -12, 11
263, -16, 17
264, -19, 17
268, -23, 10
268, -22, 10
269, -19, 13
263, -9, 13
265, -15, 14
266, -18, 18
271, -24, 17
267, -22, 15
262, -19, 7
262, -14, 9
261, -9, 11
263, -8, 15
266, -10, 16
276, -14, 19
278, -20, 18
272, -21, 16
265, -18, 17
260, -14, 9
259, -10, 9
259, -11, 11
264, -17, 16
268, -17, 18
267, -22, 12
271, -19, 15
265, -19, 15
268, -15, 15
268, -21, 17
268, -23, 17
268, -20, 18
265, -21, 19
264, -21, 21
265, -19, 26
265, -17, 31
264, -13, 50
