x,y,z
3, 0, 220
5, 0, 220
5, 3, 216
3, 2, 219
2, 2, 220
2, 1, 219
3, 2, 219
4, 2, 218
3, 3, 217
3, 1, 222
4, 3, 219
6, 2, 220
4, 2, 220
3, 2, 221
5, 1, 216
4, 3, 218
4, 1, 220
3, 4, 219
4, 3, 217
3, 2, 219
3, 2, 219
3, 2, 219
3, 2, 221
3, 1, 219
4, 3, 217
3, 4, 218
2, 2, 219
3, 1, 220
5, 2, 217
2, 2, 218
4, 3, 219
5, 2, 218
4, 3, 218
2, 3, 218
3, 2, 219
4, 1, 220
4, 2, 220
4, 3, 218
3, 4, 215
3, 2, 218
4, 3, 220
4, 1, 222
3, 4, 216
2, 4, 217
3, 3, 217
3, 2, 218
3, 2, 217
2, 2, 216
5, 1, 220
3, 1, 222
4, 2, 221
4, 2, 218
3, 1, 218
4, 4, 215
3, 2, 219
2, 4, 218
3, 3, 217
3, 4, 218
3, 2, 223
3, 1, 220
4, 4, 216
4, 3, 216
4, 1, 219
3, 2, 221
3, 1, 223
3, 3, 221
3, 2, 219
3, 3, 218
3, 3, 218
5, 1, 217
3, 2, 219
3, 2, 220
3, 3, 219
2, 3, 220
2, 4, 210
3, 4, 214
3, 2, 219
2, 2, 218
4, 2, 222
3, 2, 220
4, 2, 218
4, 2, 216
3, 4, 215
4, 2, 220
0, 3, 220
4, 2, 219
3, 4, 216
3, 2, 220
3, 2, 217
4, 4, 218
4, 1, 218
3, 1, 219
3, 1, 219
4, 2, 218
4, 3, 220
3, 2, 219
4, 3, 216
4, 3, 219
1, 3, 219
4, 4, 219
2, 5, 213
5, 3, 218
3, 3, 219
4, 3, 216
2, 3, 219
2, 1, 217
4, 2, 221
4, 1, 217
3, 2, 221
3, 2, 219
3, 4, 216
4, 3, 218
3, 2, 220
4, 4, 219
2, 3, 218
6, 1, 217
5, 4, 217
2, 4, 215
3, 3, 217
4, 2, 225
3, 2, 218
3, 0, 216
4, 4, 215
5, 2, 216
